purchase_id,customer_id,product_id,purchased_at,quantity
O1470,C295,P072,2026-07-11,1
O1471,C296,P035,2025-07-21,1
O1472,C296,P122,2026-01-03,1
O1473,C296,P198,2026-01-15,1
O1474,C296,P080,2026-03-07,1
O1475,C296,P056,2026-06-19,1
O1476,C297,P030,2025-10-08,1
O1477,C297,P054,2025-10-08,3
O1478,C297,P103,2025-11-27,1
O1479,C297,P177,2025-12-06,3
O1480,C297,P061,2026-01-24,1
O1481,C297,P123,2026-03-22,1
O1482,C297,P105,2026-04-22,1
O1483,C297,P184,2026-06-10,1
O1484,C298,P189,2025-07-16,1
O1485,C298,P035,2025-07-16,1
O1486,C298,P058,2025-07-26,2
O1487,C298,P061,2026-03-03,1
O1488,C298,P064,2026-04-09,1
O1489,C298,P087,2026-04-24,1
O1490,C298,P160,2026-04-30,1
O1491,C299,P075,2025-08-22,1
O1492,C299,P043,2025-10-09,2
O1493,C299,P185,2025-11-05,1
O1494,C299,P003,2025-11-24,1
O1495,C299,P134,2026-02-03,1
O1496,C299,P139,2026-03-24,1
O1497,C299,P158,2026-05-17,1
O1498,C300,P005,2025-07-22,1
O1499,C300,P086,2026-01-28,1
O1500,C300,P134,2026-07-21,1
