review_id,purchase_id,customer_id,product_id,rating,content,written_at
R0761,O0761,C153,P029,4,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요.,2025-12-03
R0762,O0762,C153,P170,5,두 통째 쓰는 중이에요. 꾸덕한 제형이라 아침에 쓰기 좋아요. 광주 사는 이다은입니다. 배송 빨랐어요.,2026-01-08
R0763,O0763,C154,P168,4,재구매입니다. 꾸덕한 제형이라 아침에 쓰기 좋아요.,2025-08-22
R0764,O0764,C154,P025,3,무난해요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,2026-01-03
R0765,O0765,C154,P072,5,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-5271-4229으로 문자주세요.,2026-02-04
R0766,O0766,C154,P156,5,재구매입니다. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다.,2026-06-11
R0767,O0767,C154,P079,2,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요.,2026-07-17
R0768,O0768,C155,P191,2,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,2025-10-14
R0769,O0769,C155,P168,1,다음엔 다른 거 살 것 같아요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,2025-10-22
R0770,O0770,C155,P091,4,고민하다 샀는데 잘 산 것 같아요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,2025-12-01
R0771,O0771,C155,P047,4,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요.,2025-12-18
R0772,O0772,C155,P080,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2026-03-15
R0773,O0773,C155,P107,4,고민하다 샀는데 잘 산 것 같아요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,2026-05-12
R0774,O0774,C155,P113,4,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2026-06-24
R0775,O0775,C155,P169,4,친구가 좋다고 해서 샀는데 만족해요. 녹차 들어간 거 찾다가 샀는데 만족합니다. 샘플 문의는 yeji68@example.com 로 주세요.,2026-07-27
R0776,O0776,C156,P165,5,재구매입니다. 쌀겨 들어간 거 찾다가 샀는데 만족합니다. 저는 한태윤인데 벌써 세 번째 재구매예요.,2025-08-15
R0777,O0777,C156,P161,4,재구매입니다. 눈가가 덜 접힌다는 게 느껴져요.,2025-08-26
R0778,O0778,C156,P123,3,가격 생각하면 이 정도는 하는 것 같아요. 녹차 들어간 거 찾다가 샀는데 만족합니다. 김유진 언니가 쓰는 거 보고 따라 샀습니다.,2025-11-06
R0779,O0779,C156,P037,3,"무난해요. 건성인데 자극 없이 잘 썼어요. 한태윤이라고 하고요, 매장 직원분이 친절했어요.",2026-01-28
R0780,O0780,C156,P132,5,친구가 좋다고 해서 샀는데 만족해요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 7947 9964 로 부탁드려요.,2026-01-31
R0781,O0781,C156,P186,4,친구가 좋다고 해서 샀는데 만족해요. 나이아신아마이드 들어간 거 찾다가 샀는데 만족합니다. 재고 문의는 010 7947 9964 로 부탁드려요.,2026-02-16
R0782,O0782,C156,P042,5,"친구가 좋다고 해서 샀는데 만족해요. 속건조가 덜하다는 게 느껴져요. 한태윤이라고 하고요, 매장 직원분이 친절했어요.",2026-02-17
R0783,O0783,C156,P116,4,두 통째 쓰는 중이에요. 건성인데 자극 없이 잘 썼어요. 공구 원하시면 01079479964 연락주세요.,2026-02-21
R0784,O0784,C157,P037,4,고민하다 샀는데 잘 산 것 같아요. 녹차 들어간 거 찾다가 샀는데 만족합니다.,2025-08-18
R0785,O0785,C157,P080,4,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요.,2025-09-25
R0786,O0786,C157,P039,3,기대가 컸나 봐요. 향이 세지 않아서 좋아요. 샘플 문의는 gaeun13@example.com 로 주세요.,2025-10-25
R0787,O0787,C157,P137,3,가격 생각하면 이 정도는 하는 것 같아요. 속건조가 덜하다는 게 느껴져요.,2026-02-05
R0788,O0788,C157,P055,4,샘플 써보고 본품 구매했어요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,2026-03-19
R0789,O0789,C158,P137,5,재구매입니다. 레티놀 들어간 거 찾다가 샀는데 만족합니다. 재고 문의는 010 1395 8728 로 부탁드려요.,2025-09-08
R0790,O0790,C158,P022,5,두 통째 쓰는 중이에요. 산뜻한 제형이라 아침에 쓰기 좋아요. 공구 원하시면 01013958728 연락주세요.,2025-10-31
R0791,O0791,C158,P034,2,환불 고민 중입니다. 용량 대비 가격이 아쉬워요.,2025-11-21
R0792,O0792,C158,P149,3,기대가 컸나 봐요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,2026-04-12
R0793,O0793,C158,P082,4,"두 통째 쓰는 중이에요. 지성인데 자극 없이 잘 썼어요. 강가은이라고 하고요, 매장 직원분이 친절했어요.",2026-06-13
R0794,O0794,C159,P199,4,두 통째 쓰는 중이에요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다.,2025-12-14
R0795,O0795,C159,P123,3,가격 생각하면 이 정도는 하는 것 같아요. 녹차 들어간 거 찾다가 샀는데 만족합니다.,2026-01-06
R0796,O0796,C159,P154,5,샘플 써보고 본품 구매했어요. 젤 같은 제형이라 아침에 쓰기 좋아요.,2026-02-23
R0797,O0797,C159,P066,3,나쁘진 않은데 특별하진 않네요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01011401519 연락주세요.,2026-04-30
R0798,O0798,C160,P057,4,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요.,2025-09-21
R0799,O0799,C160,P135,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2025-09-22
R0800,O0800,C160,P029,3,무난해요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,2025-11-16
R0801,O0801,C160,P195,5,재구매입니다. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2026-03-22
R0802,O0802,C160,P091,5,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요. 카톡 아이디 jungwoo49 입니다.,2026-05-15
R0803,O0803,C160,P126,2,환불 고민 중입니다. 향이 저한테는 좀 강했어요.,2026-05-17
R0804,O0804,C160,P139,5,친구가 좋다고 해서 샀는데 만족해요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2026-06-08
R0805,O0805,C160,P093,4,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 용인 사는 김현우입니다. 배송 빨랐어요.,2026-08-05
R0806,O0806,C161,P136,4,"고민하다 샀는데 잘 산 것 같아요. 산뜻한 제형이라 아침에 쓰기 좋아요. 정시우이라고 하고요, 매장 직원분이 친절했어요.",2025-09-05
R0807,O0807,C161,P059,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,2026-02-04
R0808,O0808,C161,P002,1,광고를 너무 믿었나 봐요. 향이 저한테는 좀 강했어요. 천안 사는 정시우입니다. 배송 빨랐어요.,2026-03-25
R0809,O0809,C162,P118,3,나쁘진 않은데 특별하진 않네요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2026-03-30
R0810,O0810,C162,P031,5,고민하다 샀는데 잘 산 것 같아요. 젤 같은 제형이라 아침에 쓰기 좋아요. 대구 사는 조유진입니다. 배송 빨랐어요.,2026-06-13
R0811,O0811,C163,P109,5,재구매입니다. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 재고 문의는 010 5314 6472 로 부탁드려요.,2025-07-20
R0812,O0812,C163,P185,5,친구가 좋다고 해서 샀는데 만족해요. 알로에 들어간 거 찾다가 샀는데 만족합니다. 샘플 문의는 jaemin24@example.com 로 주세요.,2025-11-04
R0813,O0813,C163,P077,2,환불 고민 중입니다. 용량 대비 가격이 아쉬워요. 송하윤 언니가 쓰는 거 보고 따라 샀습니다.,2025-12-18
R0814,O0814,C164,P131,3,기대가 컸나 봐요. 올라오던 게 덜하다는 게 느껴져요.,2025-10-24
R0815,O0815,C164,P196,5,두 통째 쓰는 중이에요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,2026-06-17
R0816,O0816,C164,P101,5,샘플 써보고 본품 구매했어요. 젤 같은 제형이라 아침에 쓰기 좋아요. 저는 정은수인데 벌써 세 번째 재구매예요.,2026-08-02
R0817,O0817,C165,P163,5,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요.,2025-07-21
R0818,O0818,C165,P153,2,다음엔 다른 거 살 것 같아요. 얼굴이 한 톤 밝아 보인다는 잘 모르겠어요.,2025-11-02
R0819,O0819,C165,P142,4,두 통째 쓰는 중이에요. 어성초 들어간 거 찾다가 샀는데 만족합니다.,2025-12-04
R0820,O0820,C165,P161,4,친구가 좋다고 해서 샀는데 만족해요. 눈가가 덜 접힌다는 게 느껴져요.,2025-12-11
R0821,O0821,C165,P089,5,샘플 써보고 본품 구매했어요. 민감성인데 자극 없이 잘 썼어요.,2026-07-22
R0822,O0822,C165,P143,3,기대가 컸나 봐요. 속건조가 덜하다는 게 느껴져요.,2026-07-31
R0823,O0823,C166,P169,4,재구매입니다. 눈가가 덜 접힌다는 게 느껴져요.,2025-11-06
R0824,O0824,C166,P196,4,고민하다 샀는데 잘 산 것 같아요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요. 인천 불당동 사는데 근처 매장에도 있더라고요.,2026-01-19
R0825,O0825,C166,P191,3,기대가 컸나 봐요. 복합성인데 자극 없이 잘 썼어요.,2026-01-25
R0826,O0826,C166,P029,5,고민하다 샀는데 잘 산 것 같아요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,2026-04-05
R0827,O0827,C167,P158,4,친구가 좋다고 해서 샀는데 만족해요. 어성초 들어간 거 찾다가 샀는데 만족합니다. 대전 영통동 사는데 근처 매장에도 있더라고요.,2025-11-15
R0828,O0828,C167,P109,4,두 통째 쓰는 중이에요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,2025-12-09
R0829,O0829,C167,P138,4,고민하다 샀는데 잘 산 것 같아요. 복합성인데 자극 없이 잘 썼어요.,2026-05-19
R0830,O0830,C167,P117,5,샘플 써보고 본품 구매했어요. 탱탱한 느낌이 오래간다는 게 느껴져요. 카톡 아이디 hyewon88 입니다.,2026-06-01
R0831,O0831,C168,P123,1,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,2025-09-10
R0832,O0832,C168,P080,4,두 통째 쓰는 중이에요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,2025-11-17
R0833,O0833,C168,P085,5,두 통째 쓰는 중이에요. 탱탱한 느낌이 오래간다는 게 느껴져요.,2025-12-05
R0834,O0834,C168,P179,4,친구가 좋다고 해서 샀는데 만족해요. 결이 정돈된 느낌이 든다는 게 느껴져요.,2026-02-15
R0835,O0835,C168,P100,4,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요. 샘플 문의는 jieun57@example.com 로 주세요.,2026-07-31
R0836,O0836,C169,P137,4,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요. 송민준님이 추천해줘서 샀어요.,2025-08-24
R0837,O0837,C169,P176,5,재구매입니다. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,2025-10-02
R0838,O0838,C169,P105,4,친구가 좋다고 해서 샀는데 만족해요. 지성인데 자극 없이 잘 썼어요. 장준서님이 추천해줘서 샀어요.,2026-02-16
R0839,O0839,C169,P141,4,두 통째 쓰는 중이에요. 지성인데 자극 없이 잘 썼어요.,2026-06-16
R0840,O0840,C169,P183,2,다음엔 다른 거 살 것 같아요. 얼굴이 한 톤 밝아 보인다는 잘 모르겠어요.,2026-07-02
R0841,O0841,C170,P090,5,친구가 좋다고 해서 샀는데 만족해요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01080328698 연락주세요.,2025-11-14
R0842,O0842,C170,P153,3,기대가 컸나 봐요. 판테놀 들어간 거 찾다가 샀는데 만족합니다.,2026-02-15
R0843,O0843,C170,P005,4,샘플 써보고 본품 구매했어요. 나이아신아마이드 들어간 거 찾다가 샀는데 만족합니다. 권지아 언니가 쓰는 거 보고 따라 샀습니다.,2026-03-19
R0844,O0844,C171,P155,3,나쁘진 않은데 특별하진 않네요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 조지은 언니가 쓰는 거 보고 따라 샀습니다.,2025-08-04
R0845,O0845,C171,P061,5,재구매입니다. 중성인데 자극 없이 잘 썼어요. 재고 문의는 010 7817 5057 로 부탁드려요.,2025-09-18
R0846,O0846,C171,P147,4,샘플 써보고 본품 구매했어요. 올라오던 게 덜하다는 게 느껴져요. 신정우 언니가 쓰는 거 보고 따라 샀습니다.,2025-10-02
R0847,O0847,C171,P042,3,나쁘진 않은데 특별하진 않네요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다. 카톡 아이디 jihoon75 입니다.,2025-10-05
R0848,O0848,C171,P068,5,재구매입니다. 중성인데 자극 없이 잘 썼어요.,2026-01-24
R0849,O0849,C171,P183,1,환불 고민 중입니다. 중성이라 그런지 발랐더니 조금 따가웠어요. 대구 일산동 사는데 근처 매장에도 있더라고요.,2026-04-19
R0850,O0850,C171,P137,4,재구매입니다. 향이 세지 않아서 좋아요.,2026-07-11
R0851,O0851,C171,P130,4,샘플 써보고 본품 구매했어요. 올라오던 게 덜하다는 게 느껴져요. 대구 일산동 사는데 근처 매장에도 있더라고요.,2026-07-30
R0852,O0852,C172,P057,5,재구매입니다. 지성인데 자극 없이 잘 썼어요.,2025-12-18
R0853,O0853,C172,P194,3,무난해요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-1288-2157으로 문자주세요.,2026-02-18
R0854,O0854,C172,P099,4,두 통째 쓰는 중이에요. 프로폴리스 들어간 거 찾다가 샀는데 만족합니다.,2026-04-14
R0855,O0855,C173,P154,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2026-03-03
R0856,O0856,C173,P138,4,샘플 써보고 본품 구매했어요. 겉돌던 게 없어졌다는 게 느껴져요.,2026-05-08
R0857,O0857,C173,P180,4,재구매입니다. 복합성인데 자극 없이 잘 썼어요.,2026-06-03
R0858,O0858,C174,P011,5,두 통째 쓰는 중이에요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 궁금하신 분은 010-5066-3285으로 문자주세요.,2026-02-16
R0859,O0859,C174,P033,3,가격 생각하면 이 정도는 하는 것 같아요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2026-03-10
R0860,O0860,C174,P174,4,샘플 써보고 본품 구매했어요. 중성인데 자극 없이 잘 썼어요. 카톡 아이디 jungwoo42 입니다.,2026-03-11
R0861,O0861,C174,P023,1,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요.,2026-03-29
R0862,O0862,C175,P195,4,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2025-07-15
R0863,O0863,C175,P014,3,나쁘진 않은데 특별하진 않네요. 올라오던 게 덜하다는 게 느껴져요. 저는 조하윤인데 벌써 세 번째 재구매예요.,2025-12-10
R0864,O0864,C175,P158,5,친구가 좋다고 해서 샀는데 만족해요. 어성초 들어간 거 찾다가 샀는데 만족합니다.,2026-02-08
R0865,O0865,C175,P113,3,나쁘진 않은데 특별하진 않네요. 탱탱한 느낌이 오래간다는 게 느껴져요.,2026-07-07
R0866,O0866,C176,P059,2,다음엔 다른 거 살 것 같아요. 결이 정돈된 느낌이 든다는 잘 모르겠어요.,2025-07-19
R0867,O0867,C176,P188,4,두 통째 쓰는 중이에요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2025-09-28
R0868,O0868,C176,P012,3,무난해요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,2025-11-09
R0869,O0869,C176,P033,4,샘플 써보고 본품 구매했어요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,2025-12-15
R0870,O0870,C176,P079,5,"친구가 좋다고 해서 샀는데 만족해요. 판테놀 들어간 거 찾다가 샀는데 만족합니다. 권다은이라고 하고요, 매장 직원분이 친절했어요.",2026-02-22
R0871,O0871,C176,P117,5,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요. 김가은 언니가 쓰는 거 보고 따라 샀습니다.,2026-04-27
R0872,O0872,C177,P156,1,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요.,2025-07-07
R0873,O0873,C177,P155,5,샘플 써보고 본품 구매했어요. 붉은 기가 빨리 가라앉는다는 게 느껴져요.,2026-03-29
R0874,O0874,C177,P145,2,환불 고민 중입니다. 용량 대비 가격이 아쉬워요. 카톡 아이디 siwoo89 입니다.,2026-07-31
R0875,O0875,C178,P153,2,저랑은 안 맞았어요. 생각보다 끈적여서 아침엔 못 쓰겠어요. 재고 문의는 010 3540 9316 로 부탁드려요.,2025-12-21
R0876,O0876,C178,P117,3,나쁘진 않은데 특별하진 않네요. 탱탱한 느낌이 오래간다는 게 느껴져요. 저는 정도현인데 벌써 세 번째 재구매예요.,2026-01-23
R0877,O0877,C178,P191,5,고민하다 샀는데 잘 산 것 같아요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 카톡 아이디 donghyun44 입니다.,2026-02-15
R0878,O0878,C178,P167,4,두 통째 쓰는 중이에요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,2026-03-28
R0879,O0879,C179,P032,5,친구가 좋다고 해서 샀는데 만족해요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,2025-09-01
R0880,O0880,C179,P192,4,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요.,2025-10-07
R0881,O0881,C179,P010,5,샘플 써보고 본품 구매했어요. 건성인데 자극 없이 잘 썼어요. 공구 원하시면 01074254433 연락주세요.,2025-11-30
R0882,O0882,C179,P128,3,"가격 생각하면 이 정도는 하는 것 같아요. 향이 세지 않아서 좋아요. 안미연이라고 하고요, 매장 직원분이 친절했어요.",2026-02-14
R0883,O0883,C179,P166,4,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-7425-4433으로 문자주세요.,2026-02-19
R0884,O0884,C179,P068,4,샘플 써보고 본품 구매했어요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,2026-07-14
R0885,O0885,C179,P033,4,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,2026-07-30
R0886,O0886,C180,P006,5,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요.,2025-07-10
R0887,O0887,C180,P049,4,친구가 좋다고 해서 샀는데 만족해요. 지성인데 자극 없이 잘 썼어요.,2025-12-24
R0888,O0888,C180,P172,1,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,2026-01-17
R0889,O0889,C180,P187,5,두 통째 쓰는 중이에요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요.,2026-02-26
R0890,O0890,C180,P043,5,샘플 써보고 본품 구매했어요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 4706 9160 로 부탁드려요.,2026-05-07
R0891,O0891,C181,P170,5,친구가 좋다고 해서 샀는데 만족해요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 샘플 문의는 yerin55@example.com 로 주세요.,2025-08-02
R0892,O0892,C181,P024,1,환불 고민 중입니다. 지성이라 그런지 발랐더니 조금 따가웠어요.,2025-08-22
R0893,O0893,C181,P194,3,나쁘진 않은데 특별하진 않네요. 지성인데 자극 없이 잘 썼어요.,2025-10-15
R0894,O0894,C181,P011,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 재고 문의는 010 1159 8256 로 부탁드려요.,2025-12-27
R0895,O0895,C181,P190,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,2026-02-17
R0896,O0896,C181,P168,5,친구가 좋다고 해서 샀는데 만족해요. 결이 정돈된 느낌이 든다는 게 느껴져요. 궁금하신 분은 010-1159-8256으로 문자주세요.,2026-03-28
R0897,O0897,C181,P063,5,친구가 좋다고 해서 샀는데 만족해요. 병풀 들어간 거 찾다가 샀는데 만족합니다. 저는 임예린인데 벌써 세 번째 재구매예요.,2026-04-25
R0898,O0898,C181,P090,5,친구가 좋다고 해서 샀는데 만족해요. 지성인데 자극 없이 잘 썼어요.,2026-05-17
R0899,O0899,C181,P001,5,샘플 써보고 본품 구매했어요. 산뜻한 제형이라 아침에 쓰기 좋아요. 카톡 아이디 donghyun47 입니다.,2026-07-22
R0900,O0900,C182,P176,5,고민하다 샀는데 잘 산 것 같아요. 눈가가 덜 접힌다는 게 느껴져요.,2025-08-03
R0901,O0901,C182,P048,5,고민하다 샀는데 잘 산 것 같아요. 민감성인데 자극 없이 잘 썼어요.,2025-12-02
R0902,O0902,C182,P070,2,저랑은 안 맞았어요. 민감성이라 그런지 발랐더니 조금 따가웠어요.,2026-01-20
R0903,O0903,C182,P053,4,샘플 써보고 본품 구매했어요. 산뜻한 제형이라 아침에 쓰기 좋아요.,2026-02-07
R0904,O0904,C182,P177,5,고민하다 샀는데 잘 산 것 같아요. 민감성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-4146-6953으로 문자주세요.,2026-03-19
R0905,O0905,C182,P166,4,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요.,2026-04-02
R0906,O0906,C182,P082,4,두 통째 쓰는 중이에요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 천안 사는 장유진입니다. 배송 빨랐어요.,2026-07-04
R0907,O0907,C183,P043,5,고민하다 샀는데 잘 산 것 같아요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,2025-08-06
R0908,O0908,C183,P086,2,환불 고민 중입니다. 탱탱한 느낌이 오래간다는 잘 모르겠어요.,2025-12-03
R0909,O0909,C183,P108,5,친구가 좋다고 해서 샀는데 만족해요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01018696254 연락주세요.,2026-06-10
R0910,O0910,C184,P108,4,두 통째 쓰는 중이에요. 눈가가 덜 접힌다는 게 느껴져요. 임상우 언니가 쓰는 거 보고 따라 샀습니다.,2025-07-12
R0911,O0911,C184,P178,5,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요.,2026-02-04
R0912,O0912,C184,P081,4,샘플 써보고 본품 구매했어요. 판테놀 들어간 거 찾다가 샀는데 만족합니다.,2026-04-21
R0913,O0913,C184,P112,4,고민하다 샀는데 잘 산 것 같아요. 어성초 들어간 거 찾다가 샀는데 만족합니다. 궁금하신 분은 010-9490-1562으로 문자주세요.,2026-07-16
R0914,O0914,C184,P144,5,재구매입니다. 건성인데 자극 없이 잘 썼어요.,2026-07-31
R0915,O0915,C185,P176,4,샘플 써보고 본품 구매했어요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,2026-02-27
R0916,O0916,C185,P129,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,2026-05-06
R0917,O0917,C186,P041,3,가격 생각하면 이 정도는 하는 것 같아요. 복합성인데 자극 없이 잘 썼어요. 샘플 문의는 chaewon53@example.com 로 주세요.,2025-10-31
R0918,O0918,C186,P013,1,다음엔 다른 거 살 것 같아요. 붉은 기가 빨리 가라앉는다는 잘 모르겠어요.,2026-03-11
R0919,O0919,C186,P012,1,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요. 광주 구월동 사는데 근처 매장에도 있더라고요.,2026-05-18
R0920,O0920,C186,P115,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요. 저는 임채원인데 벌써 세 번째 재구매예요.,2026-07-20
R0921,O0921,C187,P096,5,고민하다 샀는데 잘 산 것 같아요. 레티놀 들어간 거 찾다가 샀는데 만족합니다.,2025-11-09
R0922,O0922,C187,P144,5,"친구가 좋다고 해서 샀는데 만족해요. 중성인데 자극 없이 잘 썼어요. 장다은이라고 하고요, 매장 직원분이 친절했어요.",2026-03-19
R0923,O0923,C187,P188,4,재구매입니다. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2026-04-18
R0924,O0924,C187,P149,3,나쁘진 않은데 특별하진 않네요. 탱탱한 느낌이 오래간다는 게 느껴져요. 궁금하신 분은 010-3551-6475으로 문자주세요.,2026-04-22
R0925,O0925,C187,P103,4,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 3551 6475 로 부탁드려요.,2026-06-05
R0926,O0926,C187,P095,3,가격 생각하면 이 정도는 하는 것 같아요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 카톡 아이디 jaemin18 입니다.,2026-07-07
R0927,O0927,C187,P173,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2026-07-08
R0928,O0928,C187,P126,5,재구매입니다. 판테놀 들어간 거 찾다가 샀는데 만족합니다.,2026-07-17
R0929,O0929,C188,P139,5,재구매입니다. 젤 같은 제형이라 아침에 쓰기 좋아요. 카톡 아이디 soyul25 입니다.,2025-07-27
R0930,O0930,C188,P149,4,샘플 써보고 본품 구매했어요. 중성인데 자극 없이 잘 썼어요. 저는 한지훈인데 벌써 세 번째 재구매예요.,2025-09-15
R0931,O0931,C188,P126,2,환불 고민 중입니다. 중성이라 그런지 발랐더니 조금 따가웠어요.,2025-10-09
R0932,O0932,C188,P196,4,고민하다 샀는데 잘 산 것 같아요. 속건조가 덜하다는 게 느껴져요.,2025-12-25
R0933,O0933,C188,P014,3,무난해요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,2026-04-02
R0934,O0934,C189,P152,4,친구가 좋다고 해서 샀는데 만족해요. 중성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-3349-3205으로 문자주세요.,2025-12-11
R0935,O0935,C189,P072,4,재구매입니다. 향이 세지 않아서 좋아요. 재고 문의는 010 3349 3205 로 부탁드려요.,2026-03-04
R0936,O0936,C189,P055,4,두 통째 쓰는 중이에요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,2026-05-01
R0937,O0937,C189,P174,3,무난해요. 중성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-3349-3205으로 문자주세요.,2026-06-07
R0938,O0938,C190,P078,4,두 통째 쓰는 중이에요. 병풀 들어간 거 찾다가 샀는데 만족합니다. 조다은님이 추천해줘서 샀어요.,2025-07-26
R0939,O0939,C190,P079,4,재구매입니다. 중성인데 자극 없이 잘 썼어요.,2026-01-20
R0940,O0940,C190,P140,4,재구매입니다. 향이 세지 않아서 좋아요.,2026-01-28
R0941,O0941,C190,P126,3,무난해요. 산뜻한 제형이라 아침에 쓰기 좋아요. 천안 사는 안미연입니다. 배송 빨랐어요.,2026-02-01
R0942,O0942,C190,P170,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,2026-04-14
R0943,O0943,C190,P129,1,다음엔 다른 거 살 것 같아요. 용량 대비 가격이 아쉬워요.,2026-05-22
R0944,O0944,C190,P057,4,샘플 써보고 본품 구매했어요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,2026-08-05
R0945,O0945,C191,P147,5,두 통째 쓰는 중이에요. 올라오던 게 덜하다는 게 느껴져요.,2025-11-06
R0946,O0946,C191,P161,4,친구가 좋다고 해서 샀는데 만족해요. 건성인데 자극 없이 잘 썼어요. 고양 수성동 사는데 근처 매장에도 있더라고요.,2026-01-09
R0947,O0947,C191,P078,4,친구가 좋다고 해서 샀는데 만족해요. 건성인데 자극 없이 잘 썼어요.,2026-02-27
R0948,O0948,C191,P089,5,샘플 써보고 본품 구매했어요. 건성인데 자극 없이 잘 썼어요.,2026-05-16
